animal;stimulus;type;t;x;y;x.cor;y.cor
0;37°;centre;NA;796,5;570,2;0;0
0;37°;stimulus;NA;696,0;177,0;0;0
0;37°;track;0;796,5;570,2;0;0
0;37°;track;5;794,7;571,1;0;0
0;37°;track;10;793,2;573,9;0;0
0;37°;track;15;793,8;579,0;0;0
0;37°;track;20;795,6;577,8;0;0
0;37°;track;25;791,7;574,4;0;0
0;37°;track;30;795,5;574,0;0;0
0;37°;track;35;793,6;573,4;0;0
0;37°;track;40;794,6;572,3;0;0
0;37°;track;45;792,5;571,6;0;0
0;37°;track;50;795,9;568,4;0;0
0;37°;track;55;794,5;573,8;0;0
0;37°;track;60;792,9;570,0;0;0
0;37°;track;65;795,4;570,2;0;0
0;37°;track;70;795,4;568,6;0;0
0;37°;track;75;795,5;570,1;0;0
0;37°;track;80;793,7;568,4;0;0
0;37°;track;85;795,9;565,9;0;0
0;37°;track;90;796,0;566,0;0;0
0;37°;track;95;795,3;567,7;0;0
0;37°;track;100;794,8;566,8;0;0
0;37°;track;105;793,0;567,6;0;0
0;37°;track;110;794,1;565,7;0;0
0;37°;track;115;794,4;564,1;0;0
0;37°;track;120;794,7;563,6;0;0
0;37°;track;125;793,9;562,5;0;0
0;37°;track;130;793,5;560,7;0;0
0;37°;track;135;793,1;561,5;0;0
0;37°;track;140;792,9;559,2;0;0
0;37°;track;145;792,9;557,1;0;0
0;37°;track;150;792,0;554,8;0;0
0;37°;track;155;790,5;548,4;0;0
0;37°;track;160;791,1;544,2;0;0
0;37°;track;165;790,3;537,5;0;0
0;37°;track;170;789,3;530,3;0;0
0;37°;track;175;788,1;523,4;0;0
0;37°;track;180;787,8;516,1;0;0
0;37°;track;185;787,8;504,5;0;0
0;37°;track;190;786,1;495,2;0;0
0;37°;track;195;782,8;484,5;0;0
0;37°;track;200;780,1;473,1;0;0
0;37°;track;205;774,1;460,8;0;0
0;37°;track;210;772,8;446,3;0;0
0;37°;track;215;770,6;434,4;0;0
0;37°;track;220;763,8;421,2;0;0
0;37°;track;225;762,0;410,0;0;0
0;37°;track;230;757,8;394,0;0;0
0;37°;track;235;752,9;380,6;0;0
0;37°;track;240;748,5;364,8;0;0
0;37°;track;245;743,9;352,4;0;0
0;37°;track;250;737,9;338,6;0;0
0;37°;track;255;732,5;324,6;0;0
0;37°;track;260;726,6;310,9;0;0
0;37°;track;265;719,9;298,7;0;0
0;37°;track;270;715,1;286,1;0;0
0;37°;track;275;709,5;272,8;0;0
1;37°;centre;NA;792,7;551,9;0;0
1;37°;stimulus;NA;1106,0;360,0;0;0
1;37°;track;0;792,7;551,9;0;0
1;37°;track;5;765,5;570,8;0;0
1;37°;track;10;783,5;552,8;0;0
1;37°;track;15;788,2;547,7;0;0
1;37°;track;20;791,6;548,9;0;0
1;37°;track;25;797,0;551,9;0;0
1;37°;track;30;802,0;554,4;0;0
1;37°;track;35;812,1;549,7;0;0
1;37°;track;40;808,5;554,5;0;0
1;37°;track;45;818,2;553,0;0;0
1;37°;track;50;818,1;552,1;0;0
1;37°;track;55;833,1;548,2;0;0
1;37°;track;60;840,2;545,6;0;0
1;37°;track;65;845,3;550,1;0;0
1;37°;track;70;815,2;558,9;0;0
1;37°;track;75;836,8;568,2;0;0
1;37°;track;80;809,1;581,7;0;0
1;37°;track;85;821,7;581,5;0;0
1;37°;track;90;832,1;580,2;0;0
1;37°;track;95;843,9;581,6;0;0
1;37°;track;100;859,4;576,8;0;0
1;37°;track;105;873,5;579,5;0;0
1;37°;track;110;891,1;575,9;0;0
1;37°;track;115;906,8;572,6;0;0
1;37°;track;120;920,2;567,6;0;0
1;37°;track;125;934,3;562,3;0;0
1;37°;track;130;947,5;553,6;0;0
1;37°;track;135;961,3;546,6;0;0
1;37°;track;140;971,9;536,1;0;0
1;37°;track;145;985,8;525,0;0;0
1;37°;track;150;996,8;512,6;0;0
1;37°;track;155;1007,9;500,0;0;0
1;37°;track;160;1017,5;487,0;0;0
1;37°;track;165;1027,2;474,7;0;0
1;37°;track;170;1036,0;461,3;0;0
1;37°;track;175;1042,9;448,9;0;0
1;37°;track;180;1049,9;434,2;0;0
1;37°;track;185;1056,8;423,0;0;0
1;37°;track;190;1065,1;412,0;0;0
2;37°;centre;NA;742,7;534,7;0;0
2;37°;stimulus;NA;738,7;150,7;0;0
2;37°;track;0;781,4;499,4;0;0
2;37°;track;5;777,3;494,4;0;0
2;37°;track;10;775,4;492,7;0;0
2;37°;track;15;776,1;487,0;0;0
2;37°;track;20;776,2;489,0;0;0
2;37°;track;25;773,1;483,4;0;0
2;37°;track;30;775,1;480,7;0;0
2;37°;track;35;772,2;476,0;0;0
2;37°;track;40;772,6;472,2;0;0
2;37°;track;45;773,5;464,9;0;0
2;37°;track;50;777,6;456,3;0;0
2;37°;track;55;776,5;451,1;0;0
2;37°;track;60;782,5;446,3;0;0
2;37°;track;65;784,4;437,7;0;0
2;37°;track;70;783,8;430,9;0;0
2;37°;track;75;787,1;419,4;0;0
2;37°;track;80;789,7;409,9;0;0
2;37°;track;85;787,3;399,3;0;0
2;37°;track;90;784,8;392,1;0;0
2;37°;track;95;785,8;380,6;0;0
2;37°;track;100;784,3;373,6;0;0
2;37°;track;105;786,0;365,7;0;0
2;37°;track;110;781,2;356,4;0;0
2;37°;track;115;779,0;349,6;0;0
2;37°;track;120;775,1;344,0;0;0
2;37°;track;125;771,8;333,7;0;0
2;37°;track;130;766,8;325,6;0;0
2;37°;track;135;762,5;320,8;0;0
2;37°;track;140;761,5;314,2;0;0
2;37°;track;145;759,0;306,6;0;0
2;37°;track;150;757,8;298,2;0;0
2;37°;track;155;757,7;291,2;0;0
2;37°;track;160;755,4;284,9;0;0
2;37°;track;165;753,2;278,5;0;0
2;37°;track;170;751,8;271,4;0;0
2;37°;track;175;751,2;265,5;0;0
2;37°;track;180;751,6;259,7;0;0
2;37°;track;185;749,6;252,7;0;0
2;37°;track;190;750,1;245,9;0;0
2;37°;track;195;749,3;239,5;0;0
2;37°;track;200;748,2;233,6;0;0
2;37°;track;205;747,1;229,0;0;0
2;37°;track;210;746,8;223,8;0;0
2;37°;track;215;748,4;217,5;0;0
2;37°;track;220;747,9;213,1;0;0
2;37°;track;225;748,5;207,1;0;0
4;37°;centre;NA;726,0;518,0;0;0
4;37°;stimulus;NA;698,0;122,0;0;0
4;37°;track;0;720,99805;488,6748;0;0
4;37°;track;5;717,05725;483,97253;0;0
4;37°;track;10;719,2181;477,02972;0;0
4;37°;track;15;720,6451;462,87222;0;0
4;37°;track;20;712,6059;456,2266;0;0
4;37°;track;25;710,5749;442,35635;0;0
4;37°;track;30;704,12305;426,98328;0;0
4;37°;track;35;699,1886;413,92062;0;0
4;37°;track;40;696,5057;398,981;0;0
4;37°;track;45;691,7552;383,9387;0;0
4;37°;track;50;684,59674;372,92615;0;0
4;37°;track;55;682,81024;359,18704;0;0
4;37°;track;60;678,51605;351,7613;0;0
4;37°;track;65;672,1939;336,83847;0;0
4;37°;track;70;671,63586;326,83356;0;0
4;37°;track;75;669,8371;325,11572;0;0
4;37°;track;80;613,3287;312,01895;39;9,34
4;37°;track;85;612,35815;302,66513;39;9,34
4;37°;track;90;609,338;292,11777;39;9,34
4;37°;track;95;606,2516;278,23438;39;9,34
4;37°;track;100;606,5463;266,72382;39;9,34
4;37°;track;105;606,39197;254,79987;39;9,34
4;37°;track;110;605,9595;243,55331;39;9,34
4;37°;track;115;608,5842;233,24965;39;9,34
4;37°;track;120;611,7334;220,92096;39;9,34
4;37°;track;125;614,571;210,44247;39;9,34
4;37°;track;130;619,46814;200,60434;39;9,34
4;37°;track;135;624,84155;191,27481;39;9,34
4;37°;track;140;629,5397;182,13724;39;9,34
5;control;centre;NA;738,0;521,0;0;0
5;control;stimulus;NA;981,0;849,0;0;0
5;control;track;0;741,5959;522,7;0;0
5;control;track;5;743,86993;519,5;0;0
5;control;track;10;751,64386;515,7;0;0
5;control;track;15;759,8134;512,0;0;0
5;control;track;20;767,61633;509,4;0;0
5;control;track;25;773,6362;505,3;0;0
5;control;track;30;782,38586;502,7;0;0
5;control;track;35;793,7207;499,5;0;0
5;control;track;40;804,5626;495,0;0;0
5;control;track;45;814,7825;489,7;0;0
5;control;track;50;827,21533;484,2;0;0
5;control;track;55;838,5091;481,8;0;0
5;control;track;60;851,9872;479,5;0;0
5;control;track;65;864,6437;477,3;0;0
5;control;track;70;878,25385;475,8;0;0
5;control;track;75;891,86957;476,6;0;0
5;control;track;80;904,6754;476,6;0;0
5;control;track;85;916,9673;477,6;0;0
5;control;track;90;929,49066;477,0;0;0
5;control;track;95;942,0;476,7;0;0
5;control;track;100;953,9;475,2;0;0
5;control;track;105;967,44934;473,5;0;0
5;control;track;110;978,881;474,2;0;0
5;control;track;115;991,71594;475,3;0;0
5;control;track;120;1003,58;475,8;0;0
5;control;track;125;1015,8549;478,8;0;0
5;control;track;130;1028,9521;480,6;0;0
5;control;track;135;1040,7943;481,9;0;0
5;control;track;140;1052,6;483,7;0;0
5;control;track;145;1063,8;483,4;0;0
5;control;track;150;1074,5;482,6;0;0
5;control;track;155;1085,4;482,1;0;0
5;37°;centre;NA;750,0;516,0;0;0
5;37°;stimulus;NA;966,0;844,0;0;0
5;37°;track;0;724,9;530,1;0;0
5;37°;track;5;718,6;528,8;0;0
5;37°;track;10;713,2;532,2;0;0
5;37°;track;15;697,6;530,6;0;0
5;37°;track;20;692,7;532,5;0;0
5;37°;track;25;683,4;534,4;0;0
5;37°;track;30;673,3;534,9;0;0
5;37°;track;35;667,5;538,9;0;0
5;37°;track;40;658,6;540,1;0;0
5;37°;track;45;645,4;540,7;0;0
5;37°;track;50;635,5;541,7;0;0
5;37°;track;55;622,9;541,6;0;0
5;37°;track;60;605,2;539,3;0;0
5;37°;track;65;593,7;538,6;0;0
5;37°;track;70;578,0;535,0;0;0
5;37°;track;75;566,4;539,6;0;0
5;37°;track;80;551,4;542,0;0;0
5;37°;track;85;539,3;541,3;0;0
5;37°;track;90;530,7;542,6;0;0
5;37°;track;95;521,3;547,5;0;0
5;37°;track;100;507,2;547,3;0;0
5;37°;track;105;497,9;547,1;0;0
5;37°;track;110;486,3;547,5;0;0
5;37°;track;115;476,9;551,4;0;0
5;37°;track;120;466,7;555,2;0;0
5;37°;track;125;456,6;559,1;0;0
5;37°;track;130;446,9;561,5;0;0
5;37°;track;135;437,7;563,9;0;0
5;37°;track;140;427,3;566,3;0;0
5;37°;track;145;419,4;567,9;0;0
5;37°;track;150;411,2;567,5;0;0
6;37°;centre;NA;752,0;526,0;0;0
6;37°;stimulus;NA;1113,0;412,0;0;0
6;37°;track;0;758,7;564,6;0;0
6;37°;track;5;755,2;566,3;0;0
6;37°;track;10;757,5;567,1;0;0
6;37°;track;15;757,7;567,2;0;0
6;37°;track;20;757,3;566,9;0;0
6;37°;track;25;758,2;566,3;0;0
6;37°;track;30;758,3;567,7;0;0
6;37°;track;35;754,9;568,9;0;0
6;37°;track;40;754,1;569,0;0;0
6;37°;track;45;748,8;571,0;0;0
6;37°;track;50;744,8;570,2;0;0
6;37°;track;55;737,6;571,1;0;0
6;37°;track;60;731,3;570,5;0;0
6;37°;track;65;724,6;570,6;0;0
6;37°;track;70;717,9;572,4;0;0
6;37°;track;75;711,8;571,0;0;0
6;37°;track;80;703,7;571,1;0;0
6;37°;track;85;694,8;569,0;0;0
6;37°;track;90;689,2;565,0;0;0
6;37°;track;95;681,0;565,4;0;0
6;37°;track;100;672,9;562,7;0;0
6;37°;track;105;666,4;560,8;0;0
6;37°;track;110;657,1;559,0;0;0
6;37°;track;115;648,1;555,8;0;0
6;37°;track;120;637,4;555,5;0;0
6;37°;track;125;628,9;553,6;0;0
6;37°;track;130;619,6;552,7;0;0
6;37°;track;135;610,4;552,4;0;0
6;37°;track;140;601,8;552,1;0;0
6;37°;track;145;591,7;552,7;0;0
6;37°;track;150;583,9;553,9;0;0
6;37°;track;155;575,1;554,0;0;0
6;37°;track;160;565,1;554,6;0;0
6;37°;track;165;556,1;555,1;0;0
6;37°;track;170;548,4;556,8;0;0
6;37°;track;175;539,9;555,0;0;0
6;37°;track;180;530,4;553,5;0;0
6;37°;track;185;521,5;552,6;0;0
6;37°;track;190;511,6;552,0;0;0
6;37°;track;195;502,8;553,3;0;0
6;37°;track;200;494,0;555,2;0;0
6;37°;track;205;484,5;556,2;0;0
6;37°;track;210;476,5;559,4;0;0
6;37°;track;215;468,4;564,0;0;0
6;37°;track;220;461,2;567,5;0;0
6;37°;track;225;454,4;572,0;0;0
6;37°;track;230;447,9;578,4;0;0
6;37°;track;235;442,1;584,7;0;0
6;37°;track;240;437,7;592,0;0;0
6;37°;track;245;431,9;598,1;0;0
6;37°;track;250;426,1;603,8;0;0
6;37°;track;255;418,7;606,9;0;0
6;37°;track;260;410,9;607,8;0;0
6;37°;track;265;402,7;607,3;0;0
6;37°;track;270;394,3;606,0;0;0
6;37°;track;275;386,6;605,3;0;0
6;37°;track;280;378,9;606,5;0;0
6;37°;track;285;373,4;609,2;0;0
7;37°;centre;NA;749,0;530,0;0;0
7;37°;stimulus;NA;729,0;126,0;0;0
7;37°;track;0;732,3;480,8;0;0
7;37°;track;5;732,8;474,4;0;0
7;37°;track;10;732,8;466,5;0;0
7;37°;track;15;733,2;461,1;0;0
7;37°;track;20;732,8;455,4;0;0
7;37°;track;25;731,0;451,5;0;0
7;37°;track;30;731,7;444,3;0;0
7;37°;track;35;730,1;435,1;0;0
7;37°;track;40;728,4;422,2;0;0
7;37°;track;45;726,8;410,2;0;0
7;37°;track;50;721,6;397,7;0;0
7;37°;track;55;719,6;383,3;0;0
7;37°;track;60;714,7;367,4;0;0
7;37°;track;65;710,2;350,2;0;0
7;37°;track;70;707,1;334,6;0;0
7;37°;track;75;702,5;319,6;0;0
7;37°;track;80;696,9;303,5;0;0
7;37°;track;85;692,4;287,7;0;0
7;37°;track;90;690,0;273,1;0;0
7;37°;track;95;684,8;256,0;0;0
7;37°;track;100;681,9;242,3;0;0
7;37°;track;105;679,0;227,2;0;0
8;37°;centre;NA;759,0;537,0;0;0
8;37°;stimulus;NA;388,0;412,0;0;0
8;37°;track;0;756,3;531,6;0;0
8;37°;track;5;753,4;531,2;0;0
8;37°;track;10;750,4;530,2;0;0
8;37°;track;15;747,5;528,6;0;0
8;37°;track;20;743,6;528,4;0;0
8;37°;track;25;740,1;525,9;0;0
8;37°;track;30;735,6;523,2;0;0
8;37°;track;35;732,5;519,9;0;0
8;37°;track;40;727,0;516,7;0;0
8;37°;track;45;719,4;512,8;0;0
8;37°;track;50;713,6;509,0;0;0
8;37°;track;55;708,2;505,2;0;0
8;37°;track;60;704,0;500,4;0;0
8;37°;track;65;699,4;494,8;0;0
8;37°;track;70;694,0;489,2;0;0
8;37°;track;75;688,6;483,4;0;0
8;37°;track;80;682,0;478,8;0;0
8;37°;track;85;673,2;474,5;0;0
8;37°;track;90;664,2;470,0;0;0
8;37°;track;95;654,2;466,1;0;0
8;37°;track;100;644,9;463,5;0;0
8;37°;track;105;635,4;460,2;0;0
8;37°;track;110;626,9;457,9;0;0
8;37°;track;115;618,3;455,5;0;0
8;37°;track;120;610,1;453,6;0;0
8;37°;track;125;599,9;451,8;0;0
8;37°;track;130;592,4;448,3;0;0
8;37°;track;135;585,1;445,0;0;0
8;37°;track;140;578,4;441,3;0;0
8;37°;track;145;571,5;437,1;0;0
8;37°;track;150;563,5;433,1;0;0
8;37°;track;155;555,4;428,7;0;0
8;37°;track;160;547,6;425,7;0;0
8;37°;track;165;539,8;423,6;0;0
8;37°;track;170;532,4;421,0;0;0
8;37°;track;175;525,0;418,9;0;0
8;37°;track;180;517,6;416,3;0;0
8;37°;track;185;510,8;414,0;0;0
8;37°;track;190;503,6;412,2;0;0
8;37°;track;195;496,4;410,6;0;0
8;37°;track;200;489,6;408,8;0;0
8;37°;track;205;482,2;408,4;0;0
8;37°;track;210;475,3;407,0;0;0
8;37°;track;215;468,3;406,1;0;0
8;37°;track;220;462,0;404,7;0;0
8;37°;track;225;454,8;403,5;0;0
8;37°;track;230;448,3;402,8;0;0
8;37°;track;235;442,5;402,2;0;0
8;37°;track;240;435,7;401,0;0;0
8;37°;track;245;430,2;400,6;0;0
8;37°;track;250;424,6;399,2;0;0
8;control;centre;NA;771,0;540,0;0;0
8;control;stimulus;NA;1141,0;417,3;0;0
8;control;track;0;814,6;571,9;0;0
8;control;track;5;821,4;569,9;0;0
8;control;track;10;824,0;576,9;0;0
8;control;track;15;834,1;579,2;0;0
8;control;track;20;839,8;583,5;0;0
8;control;track;25;847,4;590,2;0;0
8;control;track;30;858,7;591,3;0;0
8;control;track;35;866,6;595,8;0;0
8;control;track;40;875,4;599,9;0;0
8;control;track;45;885,9;605,2;0;0
8;control;track;50;895,7;606,7;0;0
8;control;track;55;903,0;611,8;0;0
8;control;track;60;913,4;616,7;0;0
8;control;track;65;920,9;616,8;0;0
8;control;track;70;929,4;621,3;0;0
8;control;track;75;939,5;621,8;0;0
8;control;track;80;948,3;624,2;0;0
8;control;track;85;956,7;626,2;0;0
8;control;track;90;963,3;627,4;0;0
8;control;track;95;969,9;629,8;0;0
8;control;track;100;979,2;632,3;0;0
8;control;track;105;987,8;634,9;0;0
8;control;track;110;994,7;637,7;0;0
8;control;track;115;1003,0;641,3;0;0
8;control;track;120;1009,7;646,3;0;0
8;control;track;125;1016,4;652,2;0;0
8;control;track;130;1021,3;661,5;0;0
8;control;track;135;1025,5;667,6;0;0
8;control;track;140;1029,2;676,1;0;0
8;control;track;145;1032,6;682,3;0;0
8;control;track;150;1034,9;691,4;0;0
8;control;track;155;1036,8;698,9;0;0
8;control;track;160;1038,1;707,5;0;0
8;control;track;165;1040,1;715,9;0;0
8;control;track;170;1040,4;724,5;0;0
8;control;track;175;1043,3;730,5;0;0
8;control;track;180;1047,9;734,1;0;0
8;control;track;185;1054,8;735,6;0;0
8;control;track;190;1062,4;737,6;0;0
8;control;track;195;1070,1;736,3;0;0
8;control;track;200;1075,8;735,1;0;0
8;control;track;205;1083,4;732,8;0;0
8;control;track;210;1089,6;730,4;0;0
8;control;track;215;1097,5;727,7;0;0
8;control;track;220;1103,7;727,1;0;0
8;control;track;225;1111,5;724,5;0;0
9;37°;centre;NA;762,0;533,0;0;0
9;37°;stimulus;NA;378,0;455,0;0;0
9;37°;track;0;756,8;547,5;0;0
9;37°;track;5;755,2;545,0;0;0
9;37°;track;10;755,5;546,1;0;0
9;37°;track;15;755,8;547,8;0;0
9;37°;track;20;756,1;547,2;0;0
9;37°;track;25;755,7;547,8;0;0
9;37°;track;30;753,8;547,2;0;0
9;37°;track;35;754,5;545,9;0;0
9;37°;track;40;754,0;548,1;0;0
9;37°;track;45;752,6;546,9;0;0
9;37°;track;50;752,6;548,9;0;0
9;37°;track;55;752,9;550,8;0;0
9;37°;track;60;753,2;552,4;0;0
9;37°;track;65;751,1;557,7;0;0
9;37°;track;70;749,5;562,8;0;0
9;37°;track;75;747,7;569,0;0;0
9;37°;track;80;744,8;574,3;0;0
9;37°;track;85;743,1;577,2;0;0
9;37°;track;90;740,4;582,3;0;0
9;37°;track;95;737,7;585,6;0;0
9;37°;track;100;733,4;592,0;0;0
9;37°;track;105;728,7;596,9;0;0
9;37°;track;110;722,0;599,8;0;0
9;37°;track;115;714,8;600,7;0;0
9;37°;track;120;706,0;604,8;0;0
9;37°;track;125;699,1;606,6;0;0
9;37°;track;130;690,0;609,8;0;0
9;37°;track;135;678,9;611,9;0;0
9;37°;track;140;668,1;614,3;0;0
9;37°;track;145;656,2;616,2;0;0
9;37°;track;150;642,9;616,3;0;0
9;37°;track;155;628,1;615,1;0;0
9;37°;track;160;616,1;613,4;0;0
9;37°;track;165;605,4;608,9;0;0
9;37°;track;170;593,7;605,6;0;0
9;37°;track;175;585,7;601,4;0;0
9;37°;track;180;577,7;596,0;0;0
9;37°;track;185;571,4;588,0;0;0
9;37°;track;190;563,7;582,2;0;0
9;37°;track;195;556,0;575,0;0;0
9;37°;track;200;551,1;567,3;0;0
9;37°;track;205;544,0;557,8;0;0
9;37°;track;210;536,5;549,5;0;0
9;37°;track;215;528,4;538,9;0;0
9;37°;track;220;520,7;528,8;0;0
9;37°;track;225;514,9;520,7;0;0
9;37°;track;230;507,9;511,4;0;0
9;37°;track;235;500,1;501,1;0;0
9;37°;track;240;493,2;492,6;0;0
9;37°;track;245;485,3;484,2;0;0
9;37°;track;250;478,2;475,8;0;0
9;37°;track;255;469,9;467,8;0;0
9;37°;track;260;461,6;460,2;0;0
9;37°;track;265;453,8;453,9;0;0
9;37°;track;270;447,4;447,1;0;0
10;37°;centre;NA;764,0;534,0;0;0
10;37°;stimulus;NA;1124,0;426,0;0;0
10;37°;track;0;810,3;495,3;0;0
10;37°;track;5;813,6;496,6;0;0
10;37°;track;10;817,8;492,3;0;0
10;37°;track;15;819,7;490,6;0;0
10;37°;track;20;822,0;487,7;0;0
10;37°;track;25;827,2;484,4;0;0
10;37°;track;30;826,5;483,0;0;0
10;37°;track;35;829,9;479,3;0;0
10;37°;track;40;833,2;477,1;0;0
10;37°;track;45;834,0;476,6;0;0
10;37°;track;50;835,5;475,2;0;0
10;37°;track;55;838,5;474,4;0;0
10;37°;track;60;840,8;471,7;0;0
10;37°;track;65;844,0;469,9;0;0
10;37°;track;70;847,6;471,5;0;0
10;37°;track;75;853,0;468,7;0;0
10;37°;track;80;857,3;463,9;0;0
10;37°;track;85;862,8;461,4;0;0
10;37°;track;90;870,1;460,4;0;0
10;37°;track;95;877,7;456,9;0;0
10;37°;track;100;884,0;456,0;0;0
10;37°;track;105;893,2;451,7;0;0
10;37°;track;110;901,8;450,1;0;0
10;37°;track;115;913,2;446,3;0;0
10;37°;track;120;922,9;444,0;0;0
10;37°;track;125;933,4;439,9;0;0
10;37°;track;130;941,9;434,6;0;0
10;37°;track;135;951,4;430,1;0;0
10;37°;track;140;960,4;428,8;0;0
10;37°;track;145;971,0;426,5;0;0
10;37°;track;150;977,9;422,4;0;0
10;37°;track;155;988,3;417,8;0;0
10;37°;track;160;996,6;415,1;0;0
10;37°;track;165;1006,6;411,4;0;0
11;control;centre;NA;741,0;523;0;0
11;control;stimulus;NA;520,0;814;0;0
11;control;track;0;764,1;529,6;0;0
11;control;track;5;764,5;531,4;0;0
11;control;track;10;772,5;532,0;0;0
11;control;track;15;776,5;536,8;0;0
11;control;track;20;778,0;540,2;0;0
11;control;track;25;783,6;546,4;0;0
11;control;track;30;785,5;552,6;0;0
11;control;track;35;787,0;556,5;0;0
11;control;track;40;788,8;566,0;0;0
11;control;track;45;791,0;573,4;0;0
11;control;track;50;794,4;580,8;0;0
11;control;track;55;796,4;589,0;0;0
11;control;track;60;799,4;597,2;0;0
11;control;track;65;802,2;604,7;0;0
